id,title,description,status,priority,project_id,assignee_id,due_date,created_at,updated_at,updated_by
ab460acc-eb6a-4b35-8da1-97424391c0c2,Setup Development Environment,Configure local development environment with required tools,completed,high,f9ddd0fc-aac1-43d0-9857-686bd88f489b,b671eb82-abc1-424f-8bdf-30cc749e5ec9,,2025-08-15 04:30:12.686474,2025-08-15 04:30:12.686474,
5b450331-0de5-4160-a6f7-ef5cea5be559,Design System Review,Review and update the design system components,in_progress,medium,c25bfe05-8148-4c12-be5e-53b2b1937d4d,b671eb82-abc1-424f-8bdf-30cc749e5ec9,,2025-08-15 04:30:14.907508,2025-08-15 04:30:14.907508,
48737596-7c82-4b5c-aadf-9e3a4110647b,Design Mobile UI Mockups,Create wireframes and mockups for the mobile app interface,todo,high,6307e925-3f0a-412f-ba20-6963855a8edf,,,2025-08-15 04:44:05.642589,2025-08-15 04:44:05.642589,
438f0d2a-b8cd-4d0a-af97-0af9dcbb8070,task1,,todo,medium,fc3c1224-d26f-493e-b0d2-102ca8bc11a3,,2025-08-22 00:00:00,2025-08-15 21:15:37.858212,2025-08-15 21:15:37.858212,
5e262da8-d7ec-4f32-a895-7705793a9d58,Call Scarlett and Kayla,Reach out to Scarlett and Kayla as part of the meeting follow-up tasks.,completed,medium,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-08-20 00:00:00,2025-08-20 16:36:26.018425,2025-08-22 01:35:39.082,
f774d724-21a6-430e-b720-779e9e23ae2f,Coordinate evening activities for summit,Work with Marga to finalize three or four evening activities for the summit and get pricing details.,todo,medium,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,,2025-08-20 16:36:25.894192,2025-08-20 16:36:25.894192,
41bad04b-e9fb-4273-a50c-2ed4a5d0fe01,Send email to Central Florida leaders to confirm stay,Email all Central Florida leaders to determine who wants to stay at the summit to finalize accommodation bookings.,in_progress,high,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,,2025-08-20 16:36:25.794015,2025-08-20 17:07:53.028,
cf8b2775-fd14-4888-8bb1-f4fad9447b7f,Finalize transportation arrangements,Confirm with Gary or Juliana about the transportation arrangements once flights and times are finalized.,in_progress,high,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-20 16:36:25.968894,2025-08-26 02:04:09.023,
ede34a9d-50ed-4274-90ec-52a0a6b405b4,Set up Kahoot trivia for transportation entertainment,Develop a Kahoot trivia game to entertain participants during transport to the ranch.,todo,low,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-04 00:00:00,2025-08-20 16:36:25.943681,2025-08-26 02:04:32.616,
74a17bf5-2a86-4ec6-9f83-b330fc80bb99,Plan your week- HK,Plan week- Send to team ,completed,high,6600c523-90d2-4710-ad03-13997621fe80,,2025-08-26 00:00:00,2025-08-25 15:16:32.695635,2025-08-27 23:05:48.64,
710fa084-a8c1-481a-b186-4c848c48f51a,Create activity sign-up form,"Once evening activities are confirmed, set up a sign-up form to allow attendees to choose their activities.",todo,medium,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-11 00:00:00,2025-08-20 16:36:25.919109,2025-08-26 02:04:45.826,
9eb673db-4e63-42c7-bd72-73e2befe4222,Work on organizational charts,Complete updating the organizational charts as part of the meeting's agenda.,todo,medium,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-04 00:00:00,2025-08-20 16:36:25.993736,2025-08-26 02:04:25.655,
da5baf7a-06e3-4761-92a8-a036210fdcef,Send summit announcement email,Draft and send an announcement email to all intended participants to officially announce the summit.,completed,urgent,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-08-29 00:00:00,2025-08-20 16:36:25.819789,2025-08-26 13:10:23.678,
155aed2c-1945-4c92-b2c7-a12340459d0e,Water ,,todo,medium,b8c05b22-a498-458f-8cf4-6d7a14e0a6b0,,,2025-08-26 09:53:17.917528,2025-08-26 09:53:17.917528,
6f272f80-0938-43c4-85d9-14a4d77aacda,Crème Brûlée Custard,,todo,medium,b8c05b22-a498-458f-8cf4-6d7a14e0a6b0,,,2025-08-26 09:53:35.063984,2025-08-26 09:53:35.063984,
b98af7a6-3a6d-4b27-85d0-0b5284d7bc31,Assign checklist for property staff,"Decide whether to use the bell services checklist or guest relations checklist for property staff, focusing on duties which include concierge and build services.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 16:51:01.046,2025-08-26 16:51:01.060135,2025-08-26 16:51:01.060135,
3165dd00-e219-4d64-ac86-1cbb01c0e4f1,Reach out to Losy and partners for panel participation,Call all partners and discuss their availability to join the panel. Follow up with an official email.,in_progress,high,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-01 00:00:00,2025-08-20 16:36:25.844086,2025-08-26 13:09:46.019,
614567e2-18ac-4030-9138-1b39282cac47,Coordinate travel with Lisa or Valeria,Coordinate travel plans with Lisa or Valeria to ensure a proper introduction and booking details for upcoming visits.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:22.088,2025-08-26 18:44:22.09945,2025-08-26 18:44:22.09945,
5e0b0c9e-be94-41e0-9406-0664da2ce4dd,Prepare report for Williamsburg front office,Develop a report for the Williamsburg front office to assess room availability and pre-registration status. Coordinate with housekeeping to ensure alignment.,todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:22.154,2025-08-26 18:44:22.16556,2025-08-26 18:44:22.16556,
e994f0ae-11a3-4889-b7e8-15e321caa3bb,Discuss travel plans and reporting with Lisa,Talk to Lisa about your travel and report preparation plans to ensure compatibility and collaboration.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:22.224,2025-08-26 18:44:22.235539,2025-08-26 18:44:22.235539,
e963cd3d-85f2-400b-81a7-a17e1394d899,Guyana butter,,completed,medium,b8c05b22-a498-458f-8cf4-6d7a14e0a6b0,,,2025-08-26 09:53:04.072565,2025-08-27 23:05:52.374,
c91dcc01-4a44-4e21-aaf8-460af9f744c3,Buy creamer ,,completed,medium,b8c05b22-a498-458f-8cf4-6d7a14e0a6b0,,,2025-08-25 14:52:57.872943,2025-08-27 23:05:53.677,
31d07e26-7124-4c43-8323-16f55bc64c94,Schedule visits to specific properties,"Visit Williamsburg, Myrtle Beach, Branson Woods, Branson Lakes, three properties in Tennessee, and New York before mid-November.",todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-15 00:00:00,2025-08-26 18:44:22.030911,2025-08-29 10:44:14.418,
60a71198-c787-4302-8395-569f611ac80e,Set up Microsoft Forms for panel questions,Create a Microsoft Form for panel participants to submit questions for the summit. Review submitted questions with Peter.,completed,medium,f982c164-c83a-4de9-94ea-d15c123e5165,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-08-28 00:00:00,2025-08-20 16:36:25.869199,2025-08-29 14:40:06.267,
752e7b15-7fb3-4ebb-bf46-99c7da58b361,Develop business case for laundry facilities,Work with vendors to obtain equipment quotes to increase laundry business capacities and explore opportunities for picking up local hotel clients.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:22.361,2025-08-26 18:44:22.372755,2025-08-26 18:44:22.372755,
b19e36e4-f357-4d2a-b720-6cd854c441d0,Coordinate panel discussion for summit,Assign someone from the team to participate in a panel discussion at the summit to introduce departmental members and discuss pre-filtered questions.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:22.427,2025-08-26 18:44:22.438057,2025-08-26 18:44:22.438057,
a8c955d4-0392-4774-bd97-016a3eb1aff4,Coordinate travel arrangements with Valeria,Look up flight details yourself and notify Valeria with travel details for booking.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:39.304,2025-08-26 18:44:39.315803,2025-08-26 18:44:39.315803,
035ad7db-1430-4ed5-935c-e04958959ffc,Prepare report for Williamsburg front office,Develop a detailed report for the Williamsburg front office to improve coordination with housekeeping. Ensure they can view metrics such as pre-registration rooms and guests waiting for rooms.,todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:39.371,2025-08-26 18:44:39.381931,2025-08-26 18:44:39.381931,
e216b114-ba9b-4390-8702-6311e951b26e,Connect with Lisa and Peter about travel partnership,Ensure travel plans align with Lisa and Peter's schedules so key introductions can be made at the properties.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:44:39.501,2025-08-26 18:44:39.512615,2025-08-26 18:44:39.512615,
1017c681-2590-4217-8728-fe7cdda6cf0e,Finalize and combine checklists for Golf Cart and Bell Staff,"Combine the checklists into one, figuring out where there's overlap, and make it ready for when NA hits in Q4 2025.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:54:21.816,2025-08-26 18:54:21.829246,2025-08-26 18:54:21.829246,
710f2a92-5bec-44d9-bf78-ec5e6dc49dab,Assign e-learning courses to managers and agents,"Ensure appropriate e-learning courses are assigned to managers and agents at different properties, including Smoky Mountain adjustments.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:54:22.211,2025-08-26 18:54:22.223546,2025-08-26 18:54:22.223546,
77afbbbd-8b22-4930-8473-f2aa2fb02130,Review and update job change profiles,Adjust profiles to ensure the job change ones do not include the Resort Ops Day 1 checklist if not needed.,todo,low,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:54:22.286,2025-08-26 18:54:22.298041,2025-08-26 18:54:22.298041,
7fd97f33-dbae-4784-ba74-dd907df95ae0,Create combined checklist for Bell Staff and Golf Cart Duties,Combine existing checklists for Bell Staff and Golf Cart Duties into one comprehensive checklist with overlapping tasks identified.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:18.208,2025-08-26 18:55:18.221354,2025-08-26 18:55:18.221354,
ee984568-bf8d-4435-a99b-b775d3355335,Remove Resort Ops Day 1 checklist from job change profiles,Ensure that the Resort Ops Day 1 checklist is removed from all job change profiles for those moving within resort positions.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:18.35,2025-08-26 18:55:18.363898,2025-08-26 18:55:18.363898,
2bb33938-8c2a-48fd-b2a7-1549095a2896,Revisit and potentially activate combined checklist on October 1,Add a reminder to revisit the newly combined checklist by October 1st to evaluate the impact of any New Additions (NA) and make necessary adjustments.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-30 00:00:00,2025-08-26 18:55:18.292847,2025-08-29 10:41:47.057,
677806fc-31b0-4dd3-a433-dc0f56ea27dc,Negotiate equipment pricing for laundry,Work with vendors to get quotes for needed laundry equipment to help grow the laundry business.,todo,urgent,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-11 00:00:00,2025-08-26 18:44:39.657358,2025-08-29 10:42:06.516,
f821bc45-f95d-4b0c-96e2-3c5f64d4a835,Attend in-office report discussion,Meet in-office to discuss the finalized report and travel plans for visiting properties.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-12 00:00:00,2025-08-26 18:44:39.723114,2025-08-29 10:42:40.297,
d849a63f-28c4-489d-be47-893732ca84e9,Review report with colleagues,Discuss the new report details with colleagues to ensure it will meet the needs of the Williamsburg team.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-12 00:00:00,2025-08-26 18:44:39.447674,2025-08-29 10:42:47.271,
52e076a2-7ee4-424e-ad75-1ddfab512d65,Discuss dates and plan for property visits,Meet on Thursday to finalize the report and travel plan for the upcoming property visits.,todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-12 00:00:00,2025-08-26 18:44:22.570774,2025-08-29 10:42:54.865,
cad71aa5-a30e-46eb-927b-74c750b92362,Book flights for property visits,Decide on flight dates and details for visits to respective properties with coordination from Valeria.,todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-13 00:00:00,2025-08-26 18:44:22.303798,2025-08-29 10:43:01.876,
05823175-866e-4a27-9077-fe04f1e546a4,Summit Planning Participation,"Participate in the panel discussion at the upcoming summit on October 22, which involves pre-filtered questions about housekeeping and the front office.",todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-22 00:00:00,2025-08-26 18:44:39.577984,2025-08-29 10:43:09.25,
6772d88b-b565-4ae9-8962-df604396470d,Review financial class plan for summit,Attend or assign someone to attend the financial class at the summit to enhance understanding of financial operations.,todo,medium,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-22 00:00:00,2025-08-26 18:44:22.504121,2025-08-29 10:43:15.77,
ef0b9a28-5b24-4fcd-93b1-e05138fc6507,Plan Water Park Training Rollout,Coordinate with Faith regarding trainers for River Ranch and other properties. Confirm the deployment details for 9/9.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:54:22.145269,2025-08-29 10:45:12.594,
167bd35b-63b2-4599-95bf-7eac15e4c181,Launch 'Who Pays What' by 9/28,Ensure 'Who Pays What' is launched by the specified date to align with the office national meeting.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-28 00:00:00,2025-08-26 18:54:22.067085,2025-08-29 10:45:42.13,
5a6837c8-a8f5-4f3b-80be-62aa73e345c7,Revisit checklist status on 10/1,Put a reminder to revisit and review the checklists and the NA feature status.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-01 00:00:00,2025-08-26 18:54:21.906197,2025-08-29 10:46:01.212,
791982a1-6ad6-46ee-ab43-0ea17a921e39,Send well loyalty screenshots to Joanna,Ensure the well loyalty screenshots are communicated to Joanna.,completed,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:54:21.971,2025-08-26 18:54:21.98292,2025-08-31 00:11:54.048,dde53e65-d861-4340-b0a6-3417e0e7b290
a70dfd4c-00b6-47f9-b479-cee37dd28d66,Check device access for Lakes and River Ranch,Confirm that Lakes and River Ranch water parks have their devices ready and review access provisioning with Michelle.,todo,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:18.494,2025-08-26 18:55:18.507692,2025-08-26 18:55:18.507692,
d46b0526-d9a9-4bab-85c1-12e0e59385e2,Discuss assignment of water park course with Faith,Ensure trainers are available and ready for in-person training sessions at River Ranch and other locations starting September 9.,todo,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:18.635,2025-08-26 18:55:18.649227,2025-08-26 18:55:18.649227,
458c050c-aa00-4721-993a-fed8ea4a843e,Notify on Resort Ops Day 1 checklist changes,"Communicate with Alex about whether to remove Resort Ops Day 1 checklist from job change profiles, focusing on avoiding redundancy in job transition scenarios.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:31.899,2025-08-26 18:55:31.911647,2025-08-26 18:55:31.911647,
7fff2fa9-facd-454a-895a-52f7df41ab96,Incorporate additional Water Park policies,Consult with Michelle regarding any additional Water Park policies that need to be incorporated into e-learning for new hires.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:32.114,2025-08-26 18:55:32.127534,2025-08-26 18:55:32.127534,
15e1fdd5-5e02-4e5e-b842-209b2631e67a,Assign Water Park training,"Assign the appropriate Water Park training courses to managers, agents, and guest relations staff who need access permissions.",todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:32.185,2025-08-26 18:55:32.204875,2025-08-26 18:55:32.204875,
3115d104-370d-4ca4-a9f8-98ce33f10db7,Create new requisition system for hiring golf cart attendants,Develop a new system to allow each hiring instance to have its own requisition to track historical data more effectively.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:52.71,2025-08-26 18:55:52.721957,2025-08-26 18:55:52.721957,
8f5c4c81-8da8-4b1d-8e2b-8b3f4c460a31,Reassign training profile for Resort Ops Day 1 checklist,Remove Resort Ops Day 1 checklist from the job change profile to avoid duplication for employees transferring within Resort positions.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:52.974,2025-08-26 18:55:52.986646,2025-08-26 18:55:52.986646,
62889655-cd18-4a68-9b77-7b82ebcc9549,Send training release email,Draft and send an email to teams notifying them about the upcoming training schedule and assignments related to Water Park system.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-26 18:55:32.279672,2025-08-29 10:38:09.143,
8c0bd2e8-72a3-4b58-92df-5643f071ac0e,Launch 'Who Pays What' e-learning on September 28,Prepare and launch the 'Who Pays What' e-learning module along with a five-question survey to be reviewed at the front office national meeting on September 29.,completed,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-08-29 00:00:00,2025-08-26 18:55:18.437721,2025-08-29 15:37:05.327,
d57fddec-87dc-4b56-a2e9-b244e5f69f8f,Launch well loyalty initiative,Launch the 'Who Pays What' initiative along with an e-learning module and a survey on September 28th.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-27 00:00:00,2025-08-26 18:55:31.980923,2025-08-29 10:40:28.245,
c1dedd2e-3d54-4aab-ad4d-7a6c2fea0418,Send loyalty screenshots to Joanna,Ensure that all loyalty screenshots are sent and prepare for discussion during the meeting set for the 29th.,completed,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:55:52.843,2025-08-26 18:55:52.854285,2025-08-29 15:38:56.174,
40ef90d2-4424-4d82-8b83-8e211cfe0c79,Revisit checklists with NA feature in mind,Review the combined checklist for golf cart and bell services on October 1st after considering the NA feature impact and decide on any necessary adjustments.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-01 00:00:00,2025-08-26 18:55:31.842048,2025-08-29 10:41:13.574,
df6cff30-fbdd-4ef0-bc58-ed183b8da59d,Update incorrect scoring on past observations,"Adjust the scores on past observations to reflect the current scoring system out of 10 instead of 5, ensuring proper data representation.",todo,high,5b295fa8-288e-4985-ae32-3656e797499e,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-04 00:00:00,2025-08-26 18:56:08.144341,2025-08-29 10:42:17.014,
c6309ff6-bf84-45f5-b0e5-5c4a101e6b38,Finalize Water Park training dates,"Coordinate with Faith to ensure trainers are available and communicate these dates, focusing on 9/9 to begin training.",todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:55:53.128534,2025-08-29 10:44:46.121,
e5f94682-04ac-4904-937e-e0f98fab0c78,Prepare Water Park training materials,Ensure all necessary training materials are prepared and ready for new hires and existing employees concerning water park operations.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:55:53.056077,2025-08-29 10:45:05.493,
850ed5ef-7a0e-463e-aba4-08df785df071,Launch Who Pays What on 28th,Ensure the Who Pays What program launches on the 28th in preparation for the front office national meeting on the 29th.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-28 00:00:00,2025-08-26 18:55:52.920276,2025-08-29 10:45:35.772,
7901c66f-ae06-4c9d-923a-74081e8a2b9c,Review and adjust checklist with NA feature in mind,"Revisit checklists on 10/1, review how NA feature impacts existing checklists and adjust accordingly.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-01 00:00:00,2025-08-26 18:55:52.788674,2025-08-29 10:45:54.009,
3fbf27ac-6094-4c4b-ac9f-f7fd7b89015e,Train Water Park staff on new system,Ensure all Water Park related staff are trained from September 9th onwards. Verify trainers’ availability before finalizing dates.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:55:32.057298,2025-08-29 10:46:17.804,
0ed5a805-ff4a-4ccc-b252-1dd76ca5fef4,Develop strategy to change handling of job requisitions,Trisha needs to devise a method to have separate requisitions for each position to maintain historical data in talent acquisition systems.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.204,2025-08-26 18:58:04.217098,2025-08-26 18:58:04.217098,
e44efab5-1d74-4961-a000-5c5134ea0861,Send checklists and confirm readiness,"Confirm that the checklists for Guest Relations, Guest Experience, and Resort Services Operator are set up correctly in the LMS.",todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.274,2025-08-26 18:58:04.287926,2025-08-26 18:58:04.287926,
af1a158c-15e9-4b9a-9279-4c534bc7d507,Delete unnecessary class from job change profiles,Remove Resort Ops Day 1 checklist from job change profiles to avoid duplication.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.417,2025-08-26 18:58:04.429758,2025-08-26 18:58:04.429758,
6be612bf-2e7d-441b-b4a9-a560083f0cb9,Coordinate Water Park training,"Organize training for front desk and support staff using the existing courses, and address access and equipment needs at each location.",todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:58:04.719726,2025-08-29 10:44:53.403,
d1ddc90f-5429-4332-9e9a-901a00f63c1c,Launch 'Who Pays What' initiative,Ensure the 'Who Pays What' learning module is prepared and ready for launch on the 28th to present at the front office national meeting on the 29th.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-28 00:00:00,2025-08-26 18:58:04.536662,2025-08-29 10:45:29.417,
4155945d-c6d0-4150-9e10-fb26c06307ca,Revisit combined checklist itemization,"Combine golf cart and bell staff checklists into one, and revisit on 10.1 for NA feature impact.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-10-01 00:00:00,2025-08-26 18:58:04.358681,2025-08-29 10:45:48.181,
1c87011c-e696-4f60-96e4-778904b9da92,Check with Michelle regarding device access,Ensure water park team members at River Ranch and the Lakes have necessary access and devices for training.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.804,2025-08-26 18:58:04.816077,2025-08-26 18:58:04.816077,
6c95c592-76b8-4ab9-b942-d2aed598e0e7,Rollout checklist conversion to eLearning,Convert certain checklist items into eLearning modules. Begin with tasks associated with water park operations.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.88,2025-08-26 18:58:04.892852,2025-08-26 18:58:04.892852,
74637546-d039-4f35-b4ef-3d053d42a6d8,Address career path development suggestions,"Finalize career path suggestions and hyperlink the on-demand courses for various roles like Front Desk, Advanced Front Desk, CFT, and supervisory roles.",todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:58:04.958,2025-08-26 18:58:04.97124,2025-08-26 18:58:04.97124,
48a8aeea-5901-40f8-a5ea-727559761f90,Recreate separate section for deactivated employees,Create a separate page or filter to display deactivated employees and prevent data from being cluttered in the main directory.,todo,medium,5b295fa8-288e-4985-ae32-3656e797499e,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:59:02.503,2025-08-26 18:59:02.515398,2025-08-26 18:59:02.515398,
80dcb95d-23de-43bb-be57-22780b0f159e,Update performance metrics to scale from 1 to 10,"Adjust the performance metrics in the 30, 60, 90 dashboards to reflect a scale from 1 to 10 rather than from 1 to 5.",todo,high,5b295fa8-288e-4985-ae32-3656e797499e,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:59:02.707,2025-08-26 18:59:02.71975,2025-08-26 18:59:02.71975,
